,area,building_floors,district,flat_floor,neighborhood,price,rooms_count,warming_type
5437,150,8,Şişli,3,Merkez,1650000,4.0,Kombi
5439,120,13,Küçükçekmece,10,Atakent,975000,4.0,Merkezi
5440,100,4,Maltepe,1,Küçükyalı,770000,3.0,Kombi
5441,140,5,Beyoğlu,2,Cihangir,2250000,3.0,Kombi
5442,165,9,Kadıköy,1,Suadiye,2350000,5.0,Merkezi (Pay Ölçer)
5443,245,7,Kadıköy,7,Erenköy,2250000,7.0,Kombi
5444,230,5,Kadıköy,5,Acıbadem,1750000,5.0,Kombi
5445,150,6,Maltepe,4,Feyzullah,750000,4.0,Kombi
5447,75,4,Fatih,0,Şehremini,350000,2.0,Kombi
5449,350,3,Bakırköy,2,Şenlikköy,10000000,7.0,Kombi
5450,80,5,Kağıthane,0,Nurtepe,425000,3.0,Kombi
5451,260,5,Büyükçekmece,5,Fatih,1300000,6.0,Kombi
5452,204,8,Başakşehir,2,Bahçeşehir 1. Kısım,1300000,4.0,Merkezi
5453,80,4,Kağıthane,2,Merkez,469000,3.0,Kombi
5454,450,3,Bakırköy,1,Şenlikköy,8800000,7.0,Merkezi
5455,85,4,Maltepe,0,İdealtepe,650000,3.0,Kombi
5456,210,7,Kağıthane,6,Telsizler,1100000,5.0,Kombi
5457,110,5,Beylikdüzü,2,Yakuplu,470000,3.0,Kombi
5458,160,15,Başakşehir,6,Bahçeşehir 1. Kısım,460000,4.0,Merkezi
5459,105,5,Sultangazi,1,Sultançiftliği,420000,3.0,Kombi
5460,90,5,Küçükçekmece,3,Yeşilova,305000,3.0,Kombi
5461,90,5,Kadıköy,2,Caferağa,1350000,3.0,Kombi
5462,105,6,Esenyurt,0,Ardıçlı,240000,3.0,Kombi
5463,115,4,Esenyurt,4,Örnek,236000,3.0,Rare
5464,300,4,Gaziosmanpaşa,3,Karayolları,1250000,6.0,Kombi
5465,90,5,Kağıthane,3,Çeliktepe,515000,3.0,Kombi
5466,105,3,Kadıköy,0,Erenköy,695000,3.0,Kombi
5467,135,6,Esenyurt,2,Zafer,319000,4.0,Kombi
5469,135,4,Maltepe,2,Altıntepe,1500000,4.0,Kombi
5470,150,5,Maltepe,5,Çınar,1075000,4.0,Kombi
5471,160,4,Sarıyer,0,Tarabya,6500000,3.0,Merkezi (Pay Ölçer)
5472,60,4,Kağıthane,1,Ortabayır,395000,2.0,Kombi
5473,105,5,Beşiktaş,3,Dikilitaş,850000,3.0,Kombi
5474,125,4,Maltepe,2,Çınar,1100000,4.0,Kombi
5475,185,5,Beylikdüzü,4,Adnan Kahveci,629900,6.0,Kombi
5476,90,4,Maltepe,0,Aydınevler,330000,3.0,Kombi
5477,100,4,Maltepe,0,Aydınevler,440000,4.0,Kombi
5478,180,10,Üsküdar,8,Bulgurlu,1850000,5.0,Kombi
5479,100,12,Başakşehir,6,Bahçeşehir 2. Kısım,435000,3.0,Kombi
5480,130,10,Kadıköy,2,Caddebostan,2895000,4.0,Merkezi (Pay Ölçer)
5481,110,6,Esenyurt,1,Bağlarçeşme,226000,3.0,Kombi
5482,100,6,Beylikdüzü,3,Cumhuriyet,229000,3.0,Kombi
5483,180,4,Esenyurt,4,Mehmet Akif Ersoy,499000,5.0,Kombi
5484,180,5,Maltepe,5,Feyzullah,1700000,5.0,Kombi
5485,305,4,Maltepe,4,İdealtepe,2950000,8.0,Merkezi (Pay Ölçer)
5487,98,5,Beşiktaş,3,Muradiye,1150000,3.0,Kombi
5488,118,4,Maltepe,3,Aydınevler,580000,4.0,Kombi
5489,80,4,Şişli,3,Mahmut Şevket Paşa,295000,3.0,Kombi
5490,240,14,Kadıköy,2,Suadiye,5100000,5.0,Kombi
5491,380,3,Bakırköy,2,Şenlikköy,6750000,7.0,Kombi
5493,85,5,Bahçelievler,5,Soğanlı,315000,3.0,Kombi
5494,110,5,Kartal,1,Yakacık Yeni,310000,3.0,Kombi
5496,110,5,Kartal,1,Yakacık Yeni,310000,3.0,Kombi
5498,135,9,Esenyurt,9,Aşık Veysel,575000,4.0,Kombi
5499,90,5,Sultangazi,5,75. Yıl,590000,5.0,Kombi
5501,165,4,Bahçelievler,4,Bahçelievler,2300000,5.0,Kombi
5502,90,5,Sultangazi,0,Sultançiftliği,165000,3.0,Kombi
5504,95,5,Kadıköy,0,Rasimpaşa,525000,3.0,Kombi
5505,195,13,Kadıköy,5,Erenköy,2250000,5.0,Merkezi
5506,75,15,Başakşehir,0,Bahçeşehir 2. Kısım,520000,2.0,Kombi
5507,90,2,Maltepe,4,Aydınevler,540000,3.0,Kombi
5508,105,4,Maltepe,0,Altıntepe,450000,2.0,Kombi
5509,210,10,Kadıköy,7,Suadiye,3150000,5.0,Merkezi (Pay Ölçer)
5510,100,5,Maltepe,0,Altıntepe,520000,4.0,Kombi
5512,180,5,Sultangazi,5,Yunus Emre,667000,6.0,Kombi
5513,160,4,Esenler,4,Fevzi Çakmak,390000,6.0,Kombi
5514,140,4,Maltepe,2,Feyzullah,625000,4.0,Kombi
5515,140,6,Kadıköy,2,19 Mayıs,1365000,4.0,Kombi
5517,100,4,Beylikdüzü,2,Yakuplu,197000,3.0,Kombi
5518,125,5,Şişli,2,Halide Edip Adıvar,540000,4.0,Kombi
5519,130,8,Esenyurt,5,Güzelyurt,250000,4.0,Kombi
5520,110,5,Beylikdüzü,0,Kavaklı,375000,3.0,Kombi
5521,130,8,Üsküdar,2,Bulgurlu,850000,4.0,Kombi
5522,85,5,Beylikdüzü,3,Büyükşehir,184900,3.0,Kombi
5523,130,4,Üsküdar,4,Ahmediye,660000,4.0,Kombi
5524,125,9,Ümraniye,5,Şerifali,425000,4.0,Kombi
5525,80,14,Kağıthane,3,Merkez,445000,2.0,Merkezi (Pay Ölçer)
5527,115,4,Esenyurt,2,Sultaniye,314000,3.0,Kombi
5528,130,6,Esenyurt,1,İncirtepe,345000,4.0,Kombi
5529,280,4,Eyüpsultan,3,Silahtarağa,1800000,7.0,Kombi
5530,160,5,Sarıyer,0,Ferahevler,4900000,3.0,Merkezi (Pay Ölçer)
5531,125,12,Kadıköy,1,Suadiye,1450000,4.0,Kombi
5532,125,8,Beylikdüzü,7,Gürpınar,375000,4.0,Kombi
5533,100,4,Maltepe,2,Altıntepe,400000,3.0,Kombi
5534,115,6,Bahçelievler,2,Siyavuşpaşa,495000,4.0,Kombi
5535,130,6,Şişli,1,Gülbahar,415000,4.0,Kombi
5536,90,4,Bakırköy,1,Zuhuratbaba,580000,3.0,Kombi
5537,190,2,Eyüpsultan,2,Sakarya,650000,5.0,Kombi
5538,100,6,Esenyurt,0,Balıkyolu,165000,3.0,Kombi
5539,120,6,Beşiktaş,1,Dikilitaş,1240000,4.0,Kombi
5540,160,13,Kadıköy,2,Feneryolu,1850000,4.0,Kombi
5541,70,4,Maltepe,0,Altıntepe,460000,2.0,Merkezi (Pay Ölçer)
5542,120,6,Bahçelievler,5,Siyavuşpaşa,595000,4.0,Kombi
5543,230,13,Kadıköy,13,Kozyatağı,3850000,7.0,Kombi
5544,160,13,Kadıköy,2,Feneryolu,1850000,4.0,Kombi
5545,70,4,Maltepe,0,Altıntepe,460000,2.0,Merkezi (Pay Ölçer)
5546,120,6,Bahçelievler,5,Siyavuşpaşa,595000,4.0,Kombi
5547,230,13,Kadıköy,13,Kozyatağı,3850000,7.0,Kombi
5549,70,4,Maltepe,0,İdealtepe,450000,2.0,Kombi
5550,145,4,Kadıköy,1,Fenerbahçe,3100000,5.0,Merkezi
5551,220,5,Eyüpsultan,2,Göktürk Merkez,4000000,4.0,Kombi
5552,120,5,Bahçelievler,5,Siyavuşpaşa,560000,4.0,Kombi
5553,400,2,Sarıyer,2,Tarabya,15000000,6.0,Merkezi
5555,155,9,Küçükçekmece,6,Atakent,2100000,4.0,Merkezi (Pay Ölçer)
5556,225,6,Beşiktaş,5,Dikilitaş,2500000,7.0,Kombi
5557,90,5,Şişli,3,Mecidiyeköy,650000,3.0,Kombi
5559,160,5,Büyükçekmece,3,Kamiloba,539000,4.0,Rare
5560,90,9,Kadıköy,8,Bostancı,1350000,3.0,Kombi
5561,190,4,Maltepe,4,İdealtepe,1120000,5.0,Kombi
5563,125,5,Bahçelievler,1,Siyavuşpaşa,1060000,4.0,Kombi
5564,150,4,Sarıyer,1,Reşitpaşa,2000000,4.0,Kombi
5565,135,4,Maltepe,3,Küçükyalı,525000,4.0,Kombi
5566,123,6,Eyüpsultan,0,Mithatpaşa,1250000,3.0,Merkezi (Pay Ölçer)
5568,135,3,Maltepe,1,Aydınevler,650000,4.0,Merkezi (Pay Ölçer)
5570,130,4,Maltepe,3,Küçükyalı,900000,4.0,Kombi
5571,100,4,Maltepe,0,Küçükyalı,450000,3.0,Kombi
5572,90,4,Maltepe,1,Aydınevler,460000,3.0,Kombi
5573,140,4,Beylikdüzü,3,Cumhuriyet,277000,4.0,Kombi
5574,105,30,Beylikdüzü,4,Cumhuriyet,200000,3.0,Merkezi (Pay Ölçer)
5575,165,4,Maltepe,4,İdealtepe,850000,5.0,Kombi
5576,127,8,Kadıköy,2,Kozyatağı,1565000,4.0,Kombi
5578,140,11,Kadıköy,6,Suadiye,2185000,4.0,Merkezi (Pay Ölçer)
5579,145,5,Avcılar,2,Mustafa Kemal Paşa,345000,4.0,Kombi
5580,120,4,Maltepe,1,Altıntepe,675000,4.0,Kombi
5582,95,4,Maltepe,0,Altıntepe,680000,3.0,Merkezi
5584,160,7,Kadıköy,7,Göztepe,1995000,4.0,Merkezi
5585,175,12,Kadıköy,10,Göztepe,5000000,5.0,Merkezi (Pay Ölçer)
5587,125,4,Maltepe,3,Altıntepe,875000,4.0,Kombi
5588,126,8,Sancaktepe,4,Osmangazi,720000,4.0,Merkezi (Pay Ölçer)
5589,135,5,Maltepe,2,Altıntepe,690000,4.0,Kombi
5590,135,18,Kadıköy,10,19 Mayıs,1750000,4.0,Kombi
5591,108,18,Maltepe,13,Cevizli,1065000,3.0,Merkezi (Pay Ölçer)
5592,135,18,Kadıköy,10,19 Mayıs,1750000,4.0,Kombi
5593,108,18,Maltepe,13,Cevizli,1065000,3.0,Merkezi (Pay Ölçer)
5594,130,4,Maltepe,2,Altıntepe,540000,4.0,Kombi
5595,160,10,Kadıköy,10,Erenköy,2175000,4.0,Merkezi (Pay Ölçer)
5596,115,6,Esenyurt,4,Talatpaşa,285000,3.0,Kombi
5598,220,14,Kadıköy,13,Bostancı,2200000,5.0,Merkezi (Pay Ölçer)
5600,100,4,Esenyurt,0,Sultaniye,179000,3.0,Kombi
5601,95,4,Maltepe,2,Çınar,950000,3.0,Kombi
5602,130,4,Maltepe,3,Altıntepe,875000,4.0,Kombi
5604,46,26,Maltepe,12,Cevizli,305000,1.0,Rare
5605,140,4,Avcılar,0,Ambarlı,240000,5.0,Kombi
5607,85,4,Bahçelievler,0,Zafer,345000,3.0,Kombi
5608,140,12,Başakşehir,0,Bahçeşehir 2. Kısım,973000,4.0,Merkezi (Pay Ölçer)
5609,140,8,Kadıköy,8,Göztepe,1425000,4.0,Merkezi
5610,130,4,Maltepe,1,Küçükyalı,695000,4.0,Kombi
5611,135,4,Maltepe,1,Çınar,1100000,4.0,Kombi
5612,100,4,Beşiktaş,3,Nisbetiye,1900000,3.0,Kombi
5613,80,3,Esenyurt,0,Güzelyurt,190000,3.0,Kombi
5614,75,4,Kadıköy,0,Rasimpaşa,360000,3.0,Kombi
5615,85,10,Eyüpsultan,-1,Çırçır,600000,3.0,Kombi
5617,350,3,Bakırköy,2,Şenlikköy,5500000,6.0,Kombi
5618,220,3,Bakırköy,0,Basınköy,2300000,5.0,Kombi
5619,165,4,Maltepe,4,Altıntepe,1145000,4.0,Kombi
5620,145,9,Beylikdüzü,8,Adnan Kahveci,975000,4.0,Kombi
5621,290,4,Bakırköy,0,Şenlikköy,5500000,5.0,Kombi
5622,130,4,Maltepe,1,Küçükyalı,710000,4.0,Kombi
5623,130,13,Esenyurt,12,Zafer,520000,3.0,Kombi
5625,115,5,Kartal,1,Kordonboyu,600000,4.0,Merkezi
5626,80,3,Ataşehir,1,Kayışdağı,510000,3.0,Kombi
5627,280,5,Maltepe,5,Küçükyalı,1560000,6.0,Merkezi (Pay Ölçer)
5628,135,15,Kadıköy,3,Caddebostan,2495000,4.0,Merkezi (Pay Ölçer)
5629,140,5,Sarıyer,1,Ferahevler,1400000,4.0,Kombi
5630,350,3,Bakırköy,2,Şenlikköy,8750000,9.0,Kombi
5631,220,3,Bakırköy,1,Şenlikköy,4950000,5.0,Kombi
5632,160,4,Sancaktepe,4,Atatürk,365000,4.0,Kombi
5633,85,32,Sarıyer,17,Maslak,1850000,2.0,Merkezi (Pay Ölçer)
5634,60,4,Maltepe,0,İdealtepe,399000,2.0,Kombi
5635,240,5,Bakırköy,3,Şenlikköy,4200000,5.0,Kombi
5636,155,3,Eyüpsultan,0,Mimar Sinan,2800000,4.0,Merkezi (Pay Ölçer)
5638,95,5,Küçükçekmece,-2,Yeşilova,400000,3.0,Rare
5639,105,4,Maltepe,0,İdealtepe,820000,4.0,Kombi
5641,160,11,Kadıköy,5,Erenköy,1475000,4.0,Kombi
5642,135,4,Maltepe,3,Altıntepe,535000,4.0,Kombi
5643,130,8,Kadıköy,3,19 Mayıs,1000000,4.0,Merkezi (Pay Ölçer)
5644,240,4,Bakırköy,1,Şenlikköy,2750000,5.0,Kombi
5645,110,4,Maltepe,0,İdealtepe,460000,3.0,Merkezi
5646,100,3,Bakırköy,3,Ataköy 7-8-9-10. Kısım,1290000,2.0,Merkezi
5647,75,4,Çekmeköy,0,Soğukpınar,315000,3.0,Kombi
5648,115,4,Üsküdar,1,Valide-i Atik,635000,4.0,Kombi
5649,160,3,Bakırköy,0,Şenlikköy,3500000,4.0,Kombi
5650,100,7,Ataşehir,4,İçerenköy,695000,3.0,Kombi
5651,68,9,Başakşehir,2,Başakşehir,435000,3.0,Merkezi
5652,145,10,Kadıköy,9,Fenerbahçe,3200000,4.0,Kombi
5653,105,15,Esenyurt,12,Cumhuriyet,410000,2.0,Kombi
5654,95,5,Kağıthane,0,Yahya Kemal,330000,3.0,Kombi
5656,80,9,Beylikdüzü,5,Beylikdüzü OSB,135000,2.0,Kombi
5657,100,4,Kadıköy,3,Bostancı,920000,3.0,Merkezi (Pay Ölçer)
5658,125,6,Çekmeköy,4,Cumhuriyet,525000,4.0,Kombi
5659,180,4,Beyoğlu,0,Hacımimi,2700000,4.0,Merkezi
5660,130,4,Maltepe,3,Çınar,660000,4.0,Kombi
5661,240,4,Esenyurt,4,Atatürk,500000,6.0,Kombi
5662,340,4,Bakırköy,4,Yeşilköy,8500000,6.0,Kombi
5663,95,4,Esenler,2,Kazım Karabekir,595000,3.0,Kombi
5664,155,5,Bahçelievler,1,Bahçelievler,1300000,4.0,Kombi
5665,117,5,Tuzla,4,İstasyon,730000,3.0,Kombi
5666,60,4,Maltepe,0,Küçükyalı,320000,2.0,Kombi
5667,75,4,Şişli,4,Meşrutiyet,650000,3.0,Kombi
5668,125,5,Ümraniye,5,Atatürk,880000,5.0,Kombi
5669,100,5,Büyükçekmece,-1,Pınartepe,285000,3.0,Kombi
5670,75,10,Sultanbeyli,6,Adil,350000,2.0,Merkezi (Pay Ölçer)
5671,148,12,Kadıköy,11,Erenköy,2875000,4.0,Kombi
5672,85,5,Şişli,1,Mecidiyeköy,340000,3.0,Kombi
5673,288,5,Sarıyer,5,İstinye,10250000,5.0,Kombi
5674,190,5,Maltepe,5,İdealtepe,1325000,5.0,Kombi
5675,230,4,Bakırköy,1,Yeşilköy,12000000,5.0,Kombi
5676,140,9,Kadıköy,4,Göztepe,2395000,4.0,Kombi
5677,105,5,Fatih,3,Şehremini,850000,4.0,Kombi
5678,137,14,Zeytinburnu,1,Sümer,1870000,3.0,Merkezi
5679,89,5,Sultangazi,0,Sultançiftliği,285000,3.0,Kombi
5680,240,4,Bakırköy,3,Yeşilyurt,4750000,5.0,Kombi
5681,98,28,Sarıyer,1,Maslak,2200000,3.0,Merkezi (Pay Ölçer)
5682,250,5,Beylikdüzü,5,Kavaklı,565000,7.0,Kombi
5683,245,5,Eyüpsultan,0,Göktürk Merkez,3500000,5.0,Merkezi
5684,190,9,Kadıköy,9,Suadiye,2250000,4.0,Kombi
5687,120,6,Beylikdüzü,1,Kavaklı,574000,3.0,Kombi
5688,137,14,Zeytinburnu,1,Sümer,1870000,3.0,Merkezi
5690,89,5,Sultangazi,0,Sultançiftliği,285000,3.0,Kombi
5691,240,4,Bakırköy,3,Yeşilyurt,4750000,5.0,Kombi
5692,98,28,Sarıyer,1,Maslak,2200000,3.0,Merkezi (Pay Ölçer)
5693,250,5,Beylikdüzü,5,Kavaklı,565000,7.0,Kombi
5694,245,5,Eyüpsultan,0,Göktürk Merkez,3500000,5.0,Merkezi
5695,190,9,Kadıköy,9,Suadiye,2250000,4.0,Kombi
5698,120,6,Beylikdüzü,1,Kavaklı,574000,3.0,Kombi
5699,125,4,Maltepe,0,Küçükyalı,529000,4.0,Kombi
5700,90,4,Maltepe,0,Aydınevler,365000,3.0,Kombi
5701,220,3,Bakırköy,2,Şenlikköy,4200000,5.0,Kombi
5703,130,9,Kadıköy,2,Erenköy,1375000,4.0,Kombi
5704,170,3,Ataşehir,3,İnönü,650000,5.0,Kombi
5705,100,4,Sarıyer,0,Kireçburnu,465000,3.0,Kombi
5706,105,6,Maltepe,2,Başıbüyük,1425000,3.0,Kombi
5707,160,12,Çekmeköy,12,Soğukpınar,740000,6.0,Kombi
5709,100,5,Fatih,4,Şehremini,660000,3.0,Kombi
5711,120,4,Maltepe,0,Altıntepe,615000,4.0,Kombi
5713,130,9,Kadıköy,2,Erenköy,1375000,4.0,Kombi
5714,170,3,Ataşehir,3,İnönü,650000,5.0,Kombi
5715,100,4,Sarıyer,0,Kireçburnu,465000,3.0,Kombi
5716,105,6,Maltepe,2,Başıbüyük,1425000,3.0,Kombi
5717,160,12,Çekmeköy,12,Soğukpınar,740000,6.0,Kombi
5719,100,5,Fatih,4,Şehremini,660000,3.0,Kombi
5721,200,6,Beşiktaş,2,Vişnezade,6200000,5.0,Kombi
5722,250,14,Kadıköy,13,Suadiye,12500000,5.0,Merkezi (Pay Ölçer)
5723,240,4,Güngören,4,Merkez,800000,6.0,Kombi
5724,100,4,Maltepe,3,Altıntepe,925000,3.0,Kombi
5725,130,7,Kadıköy,1,Kozyatağı,1350000,4.0,Kombi
5726,170,8,Kadıköy,6,Bostancı,1790000,5.0,Kombi
5727,287,4,Eyüpsultan,2,Göktürk Merkez,7000000,7.0,Kombi
5728,100,4,Maltepe,2,Altıntepe,450000,3.0,Kombi
5729,126,9,Kadıköy,2,Kozyatağı,1565000,4.0,Kombi
5730,100,3,Maltepe,3,Yalı,450000,3.0,Kombi
5731,140,5,Gaziosmanpaşa,1,Mevlana,619000,4.0,Kombi
5733,90,3,Eyüpsultan,0,İslambey,350000,3.0,Kombi
5734,250,2,Eyüpsultan,0,Göktürk Merkez,6800000,5.0,Kombi
5735,50,4,Maltepe,0,Çınar,525000,2.0,Kombi
5736,250,2,Eyüpsultan,0,Göktürk Merkez,6800000,5.0,Kombi
5737,50,4,Maltepe,0,Çınar,525000,2.0,Kombi
5738,145,5,Avcılar,2,Mustafa Kemal Paşa,345000,4.0,Kombi
5739,190,4,Zeytinburnu,4,Sümer,825000,4.0,Kombi
5740,120,6,Kartal,5,Karlıktepe,650000,4.0,Kombi
5741,300,3,Bakırköy,2,Basınköy,2750000,6.0,Kombi
5742,222,18,Sarıyer,4,Ayazağa,5900000,5.0,Merkezi
5743,136,6,Küçükçekmece,2,Atakent,2145000,4.0,Merkezi (Pay Ölçer)
5744,240,5,Sarıyer,5,Zekeriyaköy,2100000,5.0,Kombi
5745,110,6,Esenyurt,2,Bağlarçeşme,235000,3.0,Kombi
5746,60,5,Şişli,-1,Merkez,590000,2.0,Kombi
5747,90,4,Büyükçekmece,4,Atatürk,450000,3.0,Kombi
5748,90,4,Maltepe,1,Aydınevler,470000,3.0,Kombi
5750,320,5,Beşiktaş,4,Akat,19500000,4.0,Merkezi (Pay Ölçer)
5751,125,8,Kadıköy,4,19 Mayıs,1345000,4.0,Merkezi
5753,160,5,Sultangazi,0,İsmetpaşa,365000,4.0,Kombi
5754,170,4,Üsküdar,2,Altunizade,3500000,4.0,Merkezi (Pay Ölçer)
5755,165,4,Maltepe,0,İdealtepe,650000,4.0,Kombi
5756,220,33,Sarıyer,21,Maslak,3200000,4.0,Merkezi (Pay Ölçer)
5757,145,9,Maltepe,1,Altayçeşme,820000,4.0,Merkezi
5758,65,4,Bahçelievler,0,Yenibosna Merkez,269000,2.0,Kombi
5759,98,13,Esenyurt,4,Zafer,375000,2.0,Kombi
5760,125,5,Üsküdar,0,Selimiye,600000,4.0,Kombi
5761,100,4,Beylikdüzü,0,Cumhuriyet,179000,3.0,Kombi
5762,95,11,Kadıköy,7,19 Mayıs,1415000,4.0,Kombi
5763,140,4,Sancaktepe,0,Yenidoğan,299000,4.0,Kombi
5766,240,4,Maltepe,4,Altıntepe,1550000,5.0,Merkezi (Pay Ölçer)
5767,120,5,Beylikdüzü,0,Adnan Kahveci,480000,3.0,Kombi
5768,135,4,Maltepe,1,İdealtepe,725000,4.0,Merkezi
5769,100,4,Maltepe,3,Çınar,715000,3.0,Merkezi
5770,250,52,Beşiktaş,21,Levent,6000000,3.0,Merkezi
5771,110,6,Ümraniye,2,Atakent,630000,4.0,Kombi
5772,210,10,Kadıköy,7,Göztepe,4575000,5.0,Merkezi (Pay Ölçer)
5774,125,5,Bahçelievler,2,Siyavuşpaşa,398000,4.0,Kombi
5775,90,4,Maltepe,0,İdealtepe,650000,3.0,Kombi
5776,200,5,Beylikdüzü,5,Adnan Kahveci,775000,5.0,Kombi
5777,120,6,Büyükçekmece,0,Pınartepe,980000,3.0,Kombi
5778,187,5,Sarıyer,5,Ferahevler,5750000,4.0,Merkezi (Pay Ölçer)
5779,125,5,Beylikdüzü,2,Kavaklı,333000,4.0,Kombi
5780,87,4,Büyükçekmece,0,Fatih,399900,3.0,Kombi
5781,115,4,Beylikdüzü,2,Cumhuriyet,228000,3.0,Kombi
5783,390,11,Kadıköy,11,Caddebostan,8990000,8.0,Kombi
5785,390,11,Kadıköy,11,Caddebostan,8990000,8.0,Kombi
5786,240,4,Sancaktepe,4,Osmangazi,745000,6.0,Kombi
5787,105,9,Pendik,2,Yenişehir,1150000,3.0,Merkezi
5788,110,33,Sarıyer,4,Maslak,1525000,3.0,Merkezi (Pay Ölçer)
5789,62,4,Bahçelievler,0,Şirinevler,280000,2.0,Kombi
5790,340,4,Üsküdar,1,Küçüksu,3900000,5.0,Kombi
5791,120,5,Beşiktaş,3,Bebek,3300000,3.0,Kombi
5792,150,4,Beşiktaş,4,Nisbetiye,2400000,4.0,Merkezi
5793,110,5,Avcılar,5,Ambarlı,219000,3.0,Kombi
5794,125,6,Beyoğlu,1,Sururi Mehmet Efendi,975000,4.0,Kombi
5795,120,26,Maltepe,19,Küçükyalı,1600000,3.0,Kombi
5796,145,5,Beylikdüzü,2,Dereağzı,519000,4.0,Kombi
5797,170,5,Kağıthane,4,Telsizler,1150000,6.0,Kombi
5798,115,15,Kartal,0,Kordonboyu,1500000,4.0,Merkezi (Pay Ölçer)
5799,200,4,Bakırköy,0,Yeşilyurt,3000000,5.0,Kombi
5800,60,4,Maltepe,1,Çınar,530000,2.0,Kombi
5801,115,8,Kadıköy,5,Caddebostan,2195000,3.0,Kombi
5802,105,5,Esenyurt,2,Pınar,235000,3.0,Kombi
5803,80,15,Başakşehir,5,Bahçeşehir 2. Kısım,285000,3.0,Merkezi (Pay Ölçer)
5804,145,12,Kağıthane,9,Merkez,1150000,4.0,Kombi
5805,400,5,Maltepe,5,Küçükyalı,4950000,7.0,Kombi
5806,135,5,Avcılar,1,Mustafa Kemal Paşa,299000,4.0,Kombi
5808,135,5,Avcılar,1,Mustafa Kemal Paşa,299000,4.0,Kombi
5810,110,5,Beylikdüzü,1,Gürpınar,349000,3.0,Kombi
5811,170,3,Üsküdar,2,Küçük Çamlıca,950000,4.0,Kombi
5813,110,4,Silivri,0,Selimpaşa,385000,3.0,Kombi
5814,145,13,Eyüpsultan,7,Çırçır,1600000,4.0,Merkezi
5815,130,13,Kadıköy,11,Suadiye,2950000,4.0,Merkezi (Pay Ölçer)
5816,135,4,Kadıköy,4,Kozyatağı,945000,4.0,Kombi
5817,185,14,Kadıköy,14,Kozyatağı,2195000,5.0,Merkezi (Pay Ölçer)
5818,110,5,Beylikdüzü,0,Adnan Kahveci,550000,3.0,Kombi
5819,110,12,Beşiktaş,3,Levent,1450000,4.0,Merkezi
5820,100,4,Maltepe,0,Altıntepe,495000,3.0,Kombi
5822,165,5,Kağıthane,4,Gültepe,675000,4.0,Kombi
5823,100,5,Şişli,0,Mecidiyeköy,370000,3.0,Kombi
5824,240,2,Bakırköy,0,Basınköy,2350000,5.0,Kombi
5825,100,4,Kağıthane,1,Talatpaşa,528000,3.0,Kombi
5826,140,3,Büyükçekmece,2,Cumhuriyet,770000,4.0,Kombi
5827,160,4,Büyükçekmece,1,Pınartepe,1100000,4.0,Kombi
5829,110,4,Maltepe,0,İdealtepe,415000,3.0,Merkezi
5831,130,14,Zeytinburnu,11,Sümer,495000,4.0,Kombi
5832,250,4,Bakırköy,4,Yeşilköy,3300000,7.0,Kombi
5833,240,4,Maltepe,4,İdealtepe,1250000,7.0,Kombi
5834,120,10,Kadıköy,7,Suadiye,2095000,4.0,Kombi
5835,140,9,Kadıköy,4,Göztepe,2395000,4.0,Kombi
5836,130,10,Beylikdüzü,0,Adnan Kahveci,600000,3.0,Kombi
5838,100,6,Şişli,2,Paşa,955000,3.0,Kombi
5839,140,15,Esenyurt,5,Güzelyurt,475000,4.0,Kombi
5840,80,13,Başakşehir,6,Bahçeşehir 2. Kısım,295000,3.0,Merkezi (Pay Ölçer)
5842,165,4,Üsküdar,3,Selami Ali,1500000,5.0,Kombi
5843,270,5,Maltepe,5,İdealtepe,2150000,7.0,Kombi
5844,95,5,Çekmeköy,4,Cumhuriyet,465000,3.0,Kombi
5845,140,14,Kadıköy,1,Caddebostan,3200000,4.0,Merkezi (Pay Ölçer)
5848,250,5,Bakırköy,1,Şenlikköy,8750000,5.0,Kombi
5850,105,5,Kadıköy,0,Caferağa,495000,3.0,Kombi
5851,105,4,Fatih,0,Şehremini,525000,3.0,Kombi
5853,140,6,Kadıköy,2,19 Mayıs,1365000,4.0,Kombi
5854,110,8,Beylikdüzü,2,Yakuplu,200000,3.0,Kombi
5855,330,11,Kadıköy,11,Bostancı,4750000,6.0,Kombi
5856,270,5,Sultangazi,5,Yunus Emre,657000,7.0,Kombi
5857,120,5,Beylikdüzü,7,Cumhuriyet,600000,3.0,Kombi
5858,95,4,Esenler,2,Kazım Karabekir,595000,3.0,Kombi
5859,300,6,Maltepe,6,Cevizli,850000,7.0,Kombi
5860,70,6,Kağıthane,0,Merkez,310000,2.0,Kombi
5861,85,2,Küçükçekmece,0,Yeşilova,310000,3.0,Kombi
5863,107,4,Kadıköy,0,Rasimpaşa,665000,3.0,Kombi
5864,90,6,Kartal,0,Kordonboyu,735000,3.0,Kombi
5865,170,3,Küçükçekmece,3,Gültepe,750000,5.0,Kombi
5866,130,5,Beylikdüzü,3,Cumhuriyet,339900,4.0,Kombi
5867,135,6,Beylikdüzü,3,Cumhuriyet,285000,4.0,Kombi
5869,103,14,Pendik,13,Bahçelievler,750000,4.0,Rare
5870,185,8,Kadıköy,6,Bostancı,1950000,4.0,Merkezi
5871,150,5,Kağıthane,0,Yeşilce,625000,4.0,Kombi
5872,260,4,Maltepe,4,Çınar,1575000,6.0,Kombi
5873,240,9,Beşiktaş,8,Akat,5875000,4.0,Merkezi
